,ID,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Functioning Day
280,3451,23/04/2018,39,18,9.4,96,1.9,600,8.7,0.07,1.0,0.0,Yes
281,649,28/12/2017,164,0,-6.5,41,1.7,2000,-17.6,0.0,0.0,0.0,Yes
282,6390,24/08/2018,45,5,24.6,88,1.5,1967,22.4,0.0,0.5,0.0,Yes
283,849,05/01/2018,665,8,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,Yes
284,5371,12/07/2018,3016,18,27.5,77,2.1,1897,23.0,0.46,0.0,0.0,Yes
285,5066,30/06/2018,1070,1,22.6,85,0.3,323,19.9,0.0,0.0,0.0,Yes
286,1057,14/01/2018,149,0,-4.4,81,0.7,414,-7.1,0.0,0.0,0.0,Yes
287,4869,21/06/2018,2556,20,25.1,55,2.3,1779,15.4,0.08,0.0,0.0,Yes
288,4570,09/06/2018,1102,9,24.0,55,1.8,1411,14.3,1.81,0.0,0.0,Yes
289,3783,07/05/2018,1970,14,24.1,42,1.2,1770,10.3,1.93,0.0,0.0,Yes
290,1291,23/01/2018,351,18,-11.5,43,2.4,2000,-21.6,0.05,0.0,0.9,Yes
291,1650,07/02/2018,320,17,-2.3,20,2.2,1994,-22.2,0.77,0.0,0.0,Yes
292,2345,08/03/2018,594,16,9.5,56,3.1,994,1.1,1.1,0.0,0.0,Yes
293,4422,03/06/2018,193,5,17.1,66,0.3,1370,10.6,0.0,0.0,0.0,Yes
294,3828,09/05/2018,1015,11,17.6,40,1.4,1955,3.8,2.88,0.0,0.0,Yes
295,5000,27/06/2018,1084,7,19.3,98,1.0,188,18.9,0.06,0.0,0.0,Yes
296,1574,04/02/2018,152,13,-8.3,34,4.0,1561,-21.4,2.22,0.0,0.0,Yes
297,4759,17/06/2018,324,6,18.9,83,0.3,576,15.9,0.05,0.0,0.0,Yes
298,1100,15/01/2018,444,19,4.4,53,1.2,538,-4.3,0.0,0.0,0.0,Yes
299,1744,11/02/2018,181,15,-2.6,31,2.7,1987,-17.4,1.36,0.0,0.0,Yes
300,6521,29/08/2018,193,16,27.0,76,3.8,1875,22.3,0.21,0.0,0.0,Yes
301,1266,22/01/2018,43,17,1.3,93,1.2,81,0.2,0.03,0.0,0.2,Yes
302,5177,04/07/2018,1306,16,31.6,57,2.7,1882,22.0,2.19,0.0,0.0,Yes
303,3305,17/04/2018,1312,16,19.5,28,3.0,1605,0.4,2.24,0.0,0.0,Yes
304,6776,09/09/2018,366,7,15.7,68,0.9,2000,9.8,0.05,0.0,0.0,Yes
305,4529,07/06/2018,1442,16,29.3,41,2.0,905,14.6,1.95,0.0,0.0,Yes
306,2513,15/03/2018,214,16,10.7,98,1.2,196,10.3,0.14,0.0,0.0,Yes
307,5070,30/06/2018,247,5,21.7,88,0.6,289,19.6,0.0,0.0,0.0,Yes
308,3309,17/04/2018,1290,20,12.5,31,3.8,1746,-4.2,0.0,0.0,0.0,Yes
309,5370,12/07/2018,1915,17,27.9,75,2.5,1643,23.0,0.75,0.0,0.0,Yes
310,6918,15/09/2018,169,5,21.1,82,0.8,2000,17.8,0.0,0.0,0.0,Yes
311,1481,31/01/2018,216,16,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,Yes
312,6908,14/09/2018,1996,19,25.3,60,1.2,2000,16.9,0.04,0.0,0.0,Yes
313,5495,17/07/2018,1940,22,27.2,70,1.9,1110,21.2,0.0,0.0,0.0,Yes
314,2524,16/03/2018,102,3,6.1,67,2.6,2000,0.4,0.0,0.0,0.0,Yes
315,2867,30/03/2018,583,10,16.0,29,1.4,1708,-2.0,1.79,0.0,0.0,Yes
316,6481,28/08/2018,870,0,23.5,88,0.6,2000,21.3,0.0,0.0,0.0,Yes
317,388,17/12/2017,100,3,-9.0,40,3.1,2000,-20.1,0.0,0.0,0.0,Yes
318,6219,17/08/2018,572,2,22.8,50,1.4,2000,11.8,0.0,0.0,0.0,Yes
319,1669,08/02/2018,253,12,-1.5,35,1.2,1551,-15.0,1.9,0.0,0.0,Yes
320,2853,29/03/2018,1079,20,15.6,64,2.7,686,8.8,0.0,0.0,0.0,Yes
321,643,27/12/2017,466,18,-5.2,32,2.2,2000,-19.3,0.0,0.0,0.0,Yes
322,6244,18/08/2018,483,3,23.0,54,1.0,1818,13.1,0.0,0.0,0.0,Yes
323,997,11/01/2018,187,12,-8.6,40,2.6,1700,-19.8,1.11,0.0,0.0,Yes
324,742,31/12/2017,179,21,-1.6,35,1.0,2000,-15.1,0.0,0.0,0.0,Yes
325,4723,15/06/2018,2891,18,25.9,44,1.5,2000,12.7,1.36,0.0,0.0,Yes
326,2529,16/03/2018,1176,8,3.8,56,2.4,2000,-4.1,0.32,0.0,0.0,Yes
327,2799,27/03/2018,618,14,19.4,45,2.0,624,7.1,2.05,0.0,0.0,Yes
328,4012,17/05/2018,38,3,21.8,98,0.6,113,21.4,0.0,2.5,0.0,Yes
329,1986,21/02/2018,469,17,3.1,14,3.7,2000,-21.9,1.0,0.0,,Yes
330,2202,02/03/2018,631,17,4.3,21,2.5,1961,-16.1,1.13,0.0,0.0,Yes
331,467,20/12/2017,162,10,-5.4,56,1.1,1751,-12.8,0.28,0.0,2.0,Yes
332,802,03/01/2018,342,9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,Yes
333,1064,14/01/2018,59,7,-4.4,80,1.4,411,-7.3,0.0,0.0,0.0,Yes
334,4704,14/06/2018,1295,23,21.6,68,0.8,2000,15.4,0.0,0.0,0.0,Yes
335,5318,10/07/2018,1074,13,25.2,77,1.2,1951,20.8,1.06,0.0,0.0,Yes
336,4828,20/06/2018,340,3,19.4,79,0.8,563,15.6,0.0,0.0,0.0,Yes
337,1567,04/02/2018,23,6,-11.8,54,2.4,1917,-19.2,0.0,0.0,0.0,Yes
338,1114,16/01/2018,376,9,1.9,65,0.8,402,-3.9,0.06,0.0,0.0,Yes
339,4347,31/05/2018,470,2,15.2,84,0.7,485,12.5,0.0,0.0,0.0,Yes
340,700,30/12/2017,127,3,-1.1,83,0.8,237,-3.6,0.0,,0.0,Yes
341,3802,08/05/2018,1128,9,18.5,51,1.4,1955,8.1,1.74,0.0,0.0,Yes
342,331,14/12/2017,612,18,-3.5,35,1.1,1414,-16.7,0.0,0.0,0.0,Yes
343,3787,07/05/2018,2268,18,25.1,32,2.4,1899,7.2,1.1,0.0,0.0,Yes
344,5799,30/07/2018,645,14,35.3,41,1.3,2000,20.0,2.01,0.0,0.0,Yes
345,843,05/01/2018,118,2,-5.3,52,nan,1481,-13.6,0.0,0.0,0.0,Yes
346,6537,30/08/2018,1330,8,24.6,96,1.0,883,23.9,0.19,0.0,0.0,Yes
347,659,28/12/2017,225,10,-3.4,33,1.3,1863,-17.4,0.33,0.0,,Yes
348,6457,27/08/2018,325,0,20.5,85,1.0,2000,17.8,0.0,0.0,0.0,Yes
349,6715,06/09/2018,2497,18,25.8,58,2.9,2000,16.9,0.16,0.0,0.0,Yes
350,3771,07/05/2018,404,2,14.8,85,0.4,1831,12.2,0.0,0.0,0.0,Yes
351,1085,15/01/2018,38,4,4.9,73,1.8,881,0.4,0.0,0.0,0.0,Yes
352,4468,05/06/2018,314,3,19.1,72,0.6,1370,13.9,0.0,0.0,0.0,Yes
353,5619,23/07/2018,382,2,29.7,53,1.4,1682,19.0,0.0,0.0,0.0,Yes
354,6165,14/08/2018,1705,20,31.8,59,0.9,2000,22.7,0.0,0.0,0.0,Yes
355,3788,07/05/2018,1664,19,23.5,48,1.5,1929,11.8,0.4,0.0,0.0,Yes
356,5837,01/08/2018,250,4,28.5,69,0.3,2000,22.2,0.0,0.0,0.0,Yes
357,1441,30/01/2018,108,0,-10.0,34,1.1,2000,-22.9,0.0,0.0,,Yes
358,241,11/12/2017,125,0,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,Yes
359,930,08/01/2018,385,17,2.7,50,2.8,1957,-6.7,0.06,0.0,0.0,Yes
360,6030,09/08/2018,292,5,27.8,82,1.0,1599,24.4,0.0,0.0,0.0,Yes
361,1294,23/01/2018,145,21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,Yes
362,3950,14/05/2018,1051,13,21.8,59,1.9,404,13.4,2.74,0.0,0.0,Yes
363,4903,23/06/2018,417,6,21.0,48,0.6,2000,9.5,0.01,0.0,0.0,Yes
364,5127,02/07/2018,381,14,23.3,96,0.3,434,22.6,0.53,0.0,0.0,Yes
365,6412,25/08/2018,456,3,23.1,80,2.0,1849,19.4,0.0,0.0,0.0,Yes
366,968,10/01/2018,158,7,-8.0,70,1.8,2000,-12.5,0.0,0.0,0.7,Yes
367,2622,20/03/2018,92,5,4.1,42,3.1,2000,-7.6,0.0,0.0,0.0,Yes
368,6241,18/08/2018,1191,0,24.5,48,1.2,2000,12.7,0.0,0.0,0.0,Yes
369,5553,20/07/2018,1896,8,26.6,70,1.3,1062,20.6,1.01,0.0,0.0,Yes
370,5065,30/06/2018,1275,0,23.0,84,1.9,375,20.1,0.0,0.0,0.0,Yes
371,445,19/12/2017,191,12,-2.5,31,2.6,1778,-17.3,1.08,0.0,2.3,Yes
372,4745,16/06/2018,1991,16,28.3,41,2.6,1852,13.7,2.58,0.0,0.0,Yes
373,3472,24/04/2018,971,15,16.1,52,1.5,2000,6.2,0.93,0.0,0.0,Yes
374,4808,19/06/2018,1616,7,19.9,72,0.6,840,14.6,0.32,0.0,0.0,Yes
375,3478,24/04/2018,1372,21,11.5,47,1.1,2000,0.5,0.0,0.0,0.0,Yes
376,6083,11/08/2018,643,10,31.3,53,1.8,2000,20.5,2.34,0.0,0.0,Yes
377,4622,11/06/2018,1033,13,23.7,49,1.2,2000,12.3,1.04,0.0,0.0,Yes
378,3104,09/04/2018,651,7,0.6,97,1.3,66,0.1,0.05,0.0,0.0,Yes
379,5674,25/07/2018,995,9,29.4,66,2.5,1308,22.3,0.91,0.0,0.0,Yes
380,5040,28/06/2018,931,23,21.7,96,0.3,293,21.0,0.0,0.0,0.0,Yes
381,329,14/12/2017,335,16,-2.4,28,0.9,1878,-18.4,0.35,0.0,0.0,Yes
382,216,09/12/2017,265,23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,Yes
383,6677,05/09/2018,220,4,19.9,81,0.2,2000,16.5,0.0,0.0,,Yes
384,3773,07/05/2018,185,4,14.4,85,0.8,1437,11.9,0.0,0.0,0.0,Yes
385,3145,11/04/2018,0,0,14.4,82,4.6,1041,11.3,0.0,0.0,0.0,No
386,6460,27/08/2018,22,3,20.3,97,0.4,200,19.8,0.0,1.5,0.0,Yes
387,3099,09/04/2018,97,2,2.2,88,0.5,508,0.4,0.0,0.0,,Yes
388,3332,18/04/2018,842,19,14.7,40,2.4,1207,1.2,0.21,0.0,0.0,Yes
389,5644,24/07/2018,332,3,28.2,65,0.3,1999,20.9,0.0,0.0,0.0,Yes
390,6897,14/09/2018,2253,8,21.4,70,1.5,1986,15.6,0.38,0.0,0.0,Yes
391,6487,28/08/2018,581,6,22.5,90,0.6,1149,20.7,0.0,,0.0,Yes
392,4371,01/06/2018,554,2,19.0,72,1.4,1258,13.8,0.0,0.0,0.0,Yes
393,6997,18/09/2018,0,12,24.7,43,1.8,1809,11.2,1.75,0.0,0.0,No
394,2632,20/03/2018,492,15,6.5,39,3.3,2000,-6.4,1.21,0.0,0.0,Yes
395,3301,17/04/2018,1112,12,18.0,26,2.2,1459,-1.8,3.03,0.0,0.0,Yes
396,4104,20/05/2018,943,23,15.8,30,1.1,2000,-1.7,0.0,0.0,0.0,Yes
397,6530,30/08/2018,99,1,24.9,92,2.2,1125,23.5,0.0,0.5,0.0,Yes
398,2140,28/02/2018,116,3,5.3,55,1.7,488,-3.0,0.0,0.0,0.0,Yes
399,1158,18/01/2018,68,5,2.6,82,2.0,229,-0.1,0.0,0.0,0.0,Yes
400,6007,08/08/2018,614,6,27.6,84,1.2,1123,24.6,0.01,0.0,0.0,Yes
401,1720,10/02/2018,277,15,2.0,20,4.1,1942,-18.6,1.49,0.0,0.0,Yes
402,4408,02/06/2018,1535,15,29.8,24,2.9,1939,7.0,3.0,0.0,0.0,Yes
403,539,23/12/2017,235,10,5.4,82,1.2,215,2.5,0.13,0.0,0.0,Yes
404,6974,17/09/2018,1069,13,25.6,50,3.8,1876,14.3,2.82,0.0,0.0,Yes
405,3183,12/04/2018,990,14,18.8,27,4.9,1888,-0.6,3.13,0.0,0.0,Yes
406,5436,15/07/2018,712,11,28.7,64,1.3,1332,21.2,1.53,0.0,0.0,Yes
407,5004,27/06/2018,1015,11,23.4,73,1.3,827,18.2,2.38,0.0,0.0,Yes
408,1163,18/01/2018,188,10,1.4,81,2.1,255,-1.5,0.21,0.0,0.0,Yes
409,1075,14/01/2018,250,18,4.1,53,1.3,1132,-4.6,0.0,0.0,0.0,Yes
410,840,04/01/2018,221,23,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,Yes
411,3686,03/05/2018,516,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,Yes
412,2364,09/03/2018,444,11,5.9,51,0.7,1866,-3.4,0.91,0.0,0.0,Yes
413,3670,02/05/2018,327,21,10.5,94,2.8,1627,9.5,0.0,1.0,0.0,Yes
414,1805,14/02/2018,51,4,1.1,67,1.7,1506,-4.3,0.0,0.0,0.0,Yes
415,5949,05/08/2018,1524,20,30.0,72,3.5,1765,24.3,0.09,0.0,0.0,Yes
416,5268,08/07/2018,1053,11,23.8,47,2.1,2000,11.8,2.59,0.0,0.0,Yes
417,1328,25/01/2018,165,7,-16.2,33,2.2,2000,-28.7,0.0,0.0,0.7,Yes
418,5160,03/07/2018,1365,23,26.4,78,0.3,2000,22.2,0.0,0.0,0.0,Yes
419,1357,26/01/2018,111,12,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,Yes
420,6509,29/08/2018,128,4,24.6,86,4.0,1968,22.0,0.0,0.0,0.0,Yes
421,3224,14/04/2018,18,7,8.2,88,0.7,607,6.3,0.01,2.0,0.0,Yes
422,1004,11/01/2018,251,19,-10.9,44,nan,2000,-20.7,0.0,0.0,0.0,Yes
423,2776,26/03/2018,604,15,17.6,33,3.6,985,1.1,2.44,0.0,0.0,Yes
424,590,25/12/2017,244,13,-1.5,33,3.8,2000,-15.7,1.18,0.0,0.0,Yes
425,5464,16/07/2018,745,15,33.4,44,3.1,1928,19.4,2.95,0.0,0.0,Yes
426,1150,17/01/2018,320,21,3.1,74,1.1,333,-1.0,0.0,0.0,0.0,Yes
427,2603,19/03/2018,292,10,9.1,77,2.7,1587,5.2,0.27,0.0,0.0,Yes
428,1693,09/02/2018,260,12,1.6,28,0.5,1193,-14.9,0.88,0.0,0.0,Yes
429,1068,14/01/2018,174,11,-0.5,64,0.7,537,-6.4,0.49,0.0,0.0,Yes
430,5997,07/08/2018,1836,20,31.1,64,2.7,1770,23.4,0.02,0.0,0.0,Yes
431,2262,05/03/2018,22,5,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,Yes
432,1545,03/02/2018,116,8,-9.5,56,3.5,1979,-16.6,0.01,0.0,0.3,Yes
433,594,25/12/2017,260,17,-0.7,29,2.0,2000,-16.5,0.21,0.0,0.0,Yes
434,2742,25/03/2018,60,5,5.0,83,0.7,200,2.3,0.0,0.0,0.0,Yes
435,5852,01/08/2018,1553,19,36.1,56,3.7,1837,25.9,0.47,0.0,0.0,Yes
436,854,05/01/2018,312,13,0.9,43,2.0,1112,-10.2,0.98,,0.0,Yes
437,4593,10/06/2018,619,8,19.0,65,2.0,2000,12.2,0.28,0.0,0.0,Yes
438,3591,29/04/2018,1814,14,21.6,28,3.3,1172,2.2,2.93,,0.0,Yes
439,588,25/12/2017,179,11,-2.8,35,2.9,1984,-16.1,0.87,0.0,0.0,Yes
440,570,24/12/2017,104,17,2.2,86,2.6,605,0.0,0.04,0.0,0.0,Yes
441,5540,19/07/2018,2245,19,31.6,58,2.3,1556,22.3,0.56,0.0,0.0,Yes
442,572,24/12/2017,132,19,1.1,68,4.4,695,-4.1,0.0,,0.0,Yes
443,4638,12/06/2018,296,5,17.2,87,0.6,2000,15.0,0.0,0.0,0.0,Yes
444,2403,11/03/2018,171,2,4.7,78,1.5,466,1.1,0.0,0.0,0.0,Yes
445,5293,09/07/2018,71,12,20.7,83,0.6,1244,17.7,0.32,0.0,0.0,Yes
446,4445,04/06/2018,172,4,19.4,56,1.2,1752,10.3,0.0,0.0,0.0,Yes
447,4376,01/06/2018,1421,7,18.1,64,nan,923,11.1,0.47,0.0,0.0,Yes
448,2301,06/03/2018,666,20,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,Yes
449,5726,27/07/2018,653,13,35.3,48,2.5,880,22.6,2.89,0.0,0.0,Yes
450,5994,07/08/2018,1232,17,35.6,44,2.4,1860,21.4,1.69,0.0,0.0,Yes
451,2130,27/02/2018,529,17,6.8,57,1.0,623,-1.1,0.16,0.0,0.0,Yes
452,5171,04/07/2018,831,10,28.5,65,nan,1519,21.2,1.74,0.0,0.0,Yes
453,5239,07/07/2018,396,6,19.5,61,1.5,2000,11.7,0.03,0.0,0.0,Yes
454,5162,04/07/2018,796,1,25.4,79,1.0,2000,21.4,0.0,0.0,0.0,Yes
455,5783,29/07/2018,1406,22,30.4,45,1.6,2000,17.1,0.0,0.0,0.0,Yes
456,4813,19/06/2018,1224,12,25.8,48,1.5,1487,13.9,2.31,0.0,0.0,Yes
457,4127,21/05/2018,1832,22,16.9,65,0.3,1281,10.2,0.0,0.0,0.0,Yes
458,5750,28/07/2018,741,13,34.2,58,1.8,933,24.7,1.33,0.0,0.0,Yes
459,6110,12/08/2018,704,13,34.0,47,1.4,2000,21.0,2.24,0.0,0.0,Yes
460,3150,11/04/2018,0,5,9.7,84,1.7,447,7.1,0.0,0.0,0.0,No
461,1869,16/02/2018,150,20,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,Yes
462,1822,14/02/2018,216,21,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,Yes
463,381,16/12/2017,143,20,-6.6,37,3.4,2000,-18.9,0.0,0.0,0.0,Yes
464,2180,01/03/2018,231,19,-1.7,45,3.3,1375,-12.1,0.01,0.0,0.0,Yes
465,5717,27/07/2018,218,4,27.3,85,1.6,671,24.5,0.0,0.0,0.0,Yes
466,160,07/12/2017,430,15,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,Yes
467,2811,28/03/2018,225,2,11.5,75,1.9,399,7.2,0.0,0.0,0.0,Yes
468,5387,13/07/2018,836,10,27.4,70,2.4,1335,21.4,1.28,0.0,0.0,Yes
469,2062,24/02/2018,232,21,0.7,31,1.3,1923,-14.5,0.0,0.0,0.0,Yes
470,5513,18/07/2018,912,16,33.1,42,2.9,1712,18.4,2.52,0.0,0.0,Yes
471,4183,24/05/2018,530,6,11.4,67,1.0,1600,5.4,0.04,0.0,0.0,Yes
472,5818,31/07/2018,860,9,30.9,47,nan,2000,18.2,1.62,0.0,0.0,Yes
473,415,18/12/2017,45,6,-5.2,85,0.9,271,-7.3,0.0,0.4,1.3,Yes
474,4645,12/06/2018,1202,12,24.0,51,1.8,2000,13.2,2.29,0.0,0.0,Yes
475,2063,24/02/2018,219,22,0.1,32,0.9,1937,-14.6,0.0,0.0,0.0,Yes
476,2226,03/03/2018,1197,17,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,Yes
477,3202,13/04/2018,982,9,13.2,22,1.1,2000,-8.0,0.93,0.0,0.0,Yes
478,6344,22/08/2018,1330,7,24.3,74,0.6,1999,19.3,0.1,0.0,0.0,Yes
479,2125,27/02/2018,353,12,5.4,37,0.7,815,-8.1,0.43,0.0,0.0,Yes
480,687,29/12/2017,419,14,5.7,54,3.5,418,-2.9,0.83,0.0,0.0,Yes
481,1020,12/01/2018,140,11,-11.2,31,2.4,1944,-25.0,0.94,0.0,0.0,Yes
482,5247,07/07/2018,1430,14,28.3,43,1.6,1941,14.5,3.33,0.0,0.0,Yes
483,69,03/12/2017,397,20,5.2,87,1.4,253,3.2,0.0,0.0,0.0,Yes
484,874,06/01/2018,221,9,-5.8,49,1.4,1728,-14.8,0.16,0.0,0.0,Yes
485,6844,12/09/2018,297,3,18.4,57,1.3,2000,9.7,0.0,0.0,0.0,Yes
486,7004,18/09/2018,0,19,23.2,57,2.2,2000,14.2,0.03,0.0,0.0,No
487,46,02/12/2017,377,21,4.1,55,1.2,1448,-4.1,0.0,0.0,0.0,Yes
488,6618,02/09/2018,2069,17,28.8,47,2.0,1998,16.3,1.0,0.0,0.0,Yes
489,4390,01/06/2018,2066,21,23.5,44,1.6,2000,10.5,0.0,0.0,0.0,Yes
490,2479,14/03/2018,290,6,14.1,69,1.6,1882,8.4,0.0,0.0,0.0,Yes
491,6127,13/08/2018,594,6,26.7,89,0.6,615,24.7,0.0,0.0,0.0,Yes
492,6951,16/09/2018,409,14,23.4,72,2.2,682,18.0,0.73,0.0,0.0,Yes
493,5013,27/06/2018,2274,20,24.2,72,nan,833,18.8,0.03,0.0,0.0,Yes
494,106,05/12/2017,462,9,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,Yes
495,5417,14/07/2018,1177,16,31.7,55,2.3,1895,21.5,2.16,0.0,0.0,Yes
496,1483,31/01/2018,403,18,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,Yes
497,5491,17/07/2018,2770,18,31.3,55,2.5,1550,21.1,1.2,0.0,0.0,Yes
498,6511,29/08/2018,346,6,24.7,85,3.8,2000,22.0,0.0,0.0,0.0,Yes
499,3429,22/04/2018,12,20,13.3,80,1.8,821,9.9,0.0,1.5,0.0,Yes
500,4865,21/06/2018,1473,16,28.5,42,3.1,1622,14.3,2.62,0.0,0.0,Yes
501,499,21/12/2017,531,18,1.7,64,1.3,1140,-4.3,0.0,0.0,0.8,Yes
502,5928,04/08/2018,1155,23,28.2,78,2.5,1678,23.9,0.0,0.0,0.0,Yes
503,857,05/01/2018,329,16,1.0,34,2.9,2000,-13.1,0.61,0.0,0.0,Yes
504,6121,13/08/2018,409,0,28.4,85,1.3,1406,25.6,0.0,0.0,0.0,Yes
505,6754,08/09/2018,956,9,19.9,51,0.6,1906,9.4,1.46,0.0,0.0,Yes
506,1769,12/02/2018,239,16,-2.4,33,4.5,1815,-16.5,1.55,,0.0,Yes
507,1663,08/02/2018,99,6,-9.3,61,0.7,1684,-15.4,0.0,0.0,0.0,Yes
508,6212,16/08/2018,2286,19,29.8,45,2.5,2000,16.5,0.36,0.0,0.0,Yes
509,4149,22/05/2018,30,20,17.2,85,1.4,467,14.6,0.0,0.5,0.0,Yes
510,1239,21/01/2018,340,14,5.4,18,nan,1923,-17.0,0.96,0.0,0.0,Yes
511,2015,22/02/2018,346,22,2.9,65,2.3,1150,-3.0,0.0,0.0,0.0,Yes
512,1146,17/01/2018,380,17,7.2,57,3.3,342,-0.7,0.19,0.0,0.0,Yes
513,1818,14/02/2018,484,17,6.6,34,2.8,1300,-8.1,0.42,0.0,0.0,Yes
514,4522,07/06/2018,1342,9,20.5,73,1.6,364,15.4,1.23,0.0,0.0,Yes
515,4086,20/05/2018,160,5,12.1,47,1.6,2000,1.1,0.0,0.0,0.0,Yes
516,1969,21/02/2018,171,0,-1.4,28,nan,1990,-17.6,0.0,0.0,0.0,Yes
517,507,22/12/2017,161,2,-1.1,79,0.7,736,-4.2,0.0,0.0,0.8,Yes
518,5136,02/07/2018,168,23,23.4,98,0.3,662,23.0,0.0,0.5,0.0,Yes
519,2887,31/03/2018,142,6,9.4,75,0.9,1117,5.1,0.0,0.0,0.0,Yes
520,3688,03/05/2018,590,15,12.2,56,4.8,2000,3.6,0.57,0.5,0.0,Yes
521,6809,10/09/2018,1467,16,27.5,39,1.5,2000,12.3,1.46,0.0,0.0,Yes
522,4332,30/05/2018,975,11,22.8,66,2.7,1270,16.1,2.76,0.0,0.0,Yes
523,3427,22/04/2018,63,18,16.1,73,1.3,1298,11.2,0.11,0.5,0.0,Yes
524,3903,12/05/2018,22,14,13.0,97,0.8,211,12.5,0.15,2.0,0.0,Yes
525,511,22/12/2017,114,6,-0.1,71,0.8,895,-4.7,0.0,0.0,0.7,Yes
526,2097,26/02/2018,786,8,-2.9,63,nan,1386,-8.9,0.11,0.0,0.0,Yes
527,3733,05/05/2018,1258,12,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,Yes
528,5337,11/07/2018,827,8,25.1,97,0.8,490,24.5,0.26,0.0,0.0,Yes
529,1581,04/02/2018,98,20,-8.2,28,3.5,2000,-23.5,0.0,0.0,0.0,Yes
530,5028,28/06/2018,938,11,26.5,64,1.8,1806,19.1,1.3,0.0,0.0,Yes
531,3621,30/04/2018,1703,20,20.0,69,2.4,533,14.1,0.0,0.0,0.0,Yes
532,233,10/12/2017,214,16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,Yes
533,6692,05/09/2018,2468,19,25.4,55,3.2,2000,15.6,0.15,0.0,0.0,Yes
534,6011,08/08/2018,657,10,31.6,58,2.3,1528,22.3,2.02,0.0,0.0,Yes
535,2872,30/03/2018,1068,15,21.8,28,2.3,1162,2.4,2.4,,0.0,Yes
536,3860,10/05/2018,0,19,15.5,74,nan,675,10.8,0.35,0.0,0.0,No
537,2204,02/03/2018,568,19,2.0,26,2.3,1985,-15.5,0.02,0.0,0.0,Yes
538,6532,30/08/2018,81,3,24.1,97,2.5,1989,23.5,0.0,1.5,0.0,Yes
539,4224,25/05/2018,1209,23,17.6,55,0.5,1362,8.4,0.0,0.0,0.0,Yes
540,3769,07/05/2018,778,0,15.5,85,0.9,2000,12.9,0.0,0.0,0.0,Yes
541,6926,15/09/2018,1465,13,25.8,65,1.0,1996,18.7,1.12,0.0,0.0,Yes
542,5790,30/07/2018,273,5,26.4,62,0.6,2000,18.5,0.0,0.0,0.0,Yes
543,6416,25/08/2018,490,7,23.7,76,1.9,1281,19.2,0.08,0.0,0.0,Yes
544,4764,17/06/2018,1146,11,23.6,63,0.7,523,16.1,0.93,0.0,0.0,Yes
545,6198,16/08/2018,263,5,28.0,66,0.5,2000,21.0,0.0,0.0,0.0,Yes
546,3523,26/04/2018,2574,18,17.4,45,3.1,1092,5.3,0.75,0.0,0.0,Yes
547,1161,18/01/2018,537,8,1.1,86,1.2,197,-0.9,0.0,0.0,0.0,Yes
548,6806,10/09/2018,1057,13,27.1,38,1.7,2000,11.5,2.56,0.0,0.0,Yes
549,1993,22/02/2018,195,0,-2.7,58,1.7,2000,-9.8,0.0,0.0,0.0,Yes
550,3531,27/04/2018,361,2,11.2,58,1.4,1255,3.2,0.0,0.0,0.0,Yes
551,3293,17/04/2018,110,4,7.6,52,0.4,1935,-1.6,0.0,0.0,0.0,Yes
552,2059,24/02/2018,379,18,3.5,30,2.9,1726,-12.4,0.31,0.0,0.0,Yes
553,164,07/12/2017,507,19,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,Yes
554,2586,18/03/2018,603,17,11.1,42,2.2,765,-1.3,0.34,0.0,0.0,Yes
555,2702,23/03/2018,682,13,10.9,36,2.1,1073,-3.6,2.87,0.0,0.0,Yes
556,291,13/12/2017,120,2,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,Yes
557,910,07/01/2018,236,21,1.2,39,0.6,1378,-11.2,0.0,0.0,0.0,Yes
558,4539,08/06/2018,525,2,18.6,84,2.5,619,15.8,0.0,0.0,0.0,Yes
559,5432,15/07/2018,402,7,25.2,80,0.2,1551,21.4,0.18,,0.0,Yes
560,66,03/12/2017,545,17,6.7,82,1.5,358,3.8,0.05,0.0,0.0,Yes
561,5438,15/07/2018,810,13,31.4,53,3.2,1695,20.6,3.28,0.0,0.0,Yes
